Sentiment,Sentence,preprocess_libyan_arabic,Processed_Text_base_ai
negative,توجع صحيح امغير متحملها,توجع صحيح امغير متحمل,توجع صحيح غير تحمل
negative,و لا توجعك سيت الخال,توجع سيت الخال,توجع سيت خال
negative,و توجعك هالرويحة,توجع هالرويح,توجع ريح
negative,لا توجعيني لا دمع يلفى لعيني,توجع دمع يلف لعيني,توجع دمع لف عين
negative,اللي توجعك خونة اللي حبيته,توجع خون حبيته,توجع خون حب
negative,و كل ما توجعتي بجفا و خوفه و ظنونه,كل توجع جفا خوف ظنون,توجع جفا خوف ظنون
negative,كنت توجع كنت تجرح,كنت توجع كنت تجرح,توجع جرح
negative,اللي توجعك تبقي تقول غريب,توجع تبق تقول غريب,توجع بقى قول غريب
positive,وتوبات السواتار معروفات,توب سواتار روف,توب سواتر روف
negative,توبة و الا ازياد اهبال,توب الا ازياد اهب,توب ازياد هب
negative,تواطي عيونك ليش,تواط عيون ليش,تواط عين ليش
positive,على من تواضع ما انعلو روسنا,تواضع علو روس,تواضع علو روس
positive,يا تواضعي يا طيبتي و الغرور,يا تواضع يا طيب غرور,تواضع طيب غرور
positive,تواريت غادي ارتحت ملا فكة,توار غاد ارتح ملا فكه,توار غاد ارتح فكه
negative,و توا مالك عندي خانة,توا مالك عندي خان,توا مالك عندي خان
negative,توا شهيد في كفنا مخبى,توا شهيد كفنا مخب,توا شهيد كفن مخب
negative,و توا في سبيل المصلحة دوار,توا سبيل مصلح دوار,توا سبيل مصلح دوار
positive,توا تفراج يا ولد,توا تفراج يا ولد,توا تفرج ولد
positive,و توا تأتي فروجه,توا تاتي روج,توا تاتي روج
positive,توا اوانك,توا اوان,توا اوان
positive,نا تو بنخليك تاخذ راحتك,نا تو بنخليك تاخذ راح,تو خلي ياخذ روح
positive,تو تنفرج ربك يسخر عونه,تو تنفرج ربك يسخر عون,تو انفرج رب سخر عون
positive,تو باذن الله يعود اسرورها,تو الله يعود اسرور,تو الله عود سرور
positive,و تهيم الروح,تهيم روح,تهيم روح
positive,تهايالي لو نا صليت,تهايالي لو نا صليت,تهيالي لو نا صلى
positive,ما تهاوا نصه,تهاوا نصه,تهوى نص
negative,تهون اللي ما عمره يهون,تهون عمر يهون,تهون عمر هون
negative,اتهون عليكم,اتهون عليكم,تهون عليكم
positive,تهون عليا في اهموم كبيرة,تهون عليا اهموم كبير,تهون عل مهموم كبير
positive,اتهون علي الخاطر العمر بطوله,اتهون خاطر عمر طول,تهون خاطر عمر طول
positive,اتهون على الخاطر اللي منضام,اتهون خاطر ضام,تهون خاطر ضم
positive,إنك تهون علي و أنت أعز انسان,انك تهون اعز سان,تهون اعز سان
positive,و أنا انهون و لا تهوني,هون تهو,تهو
positive,و تهني يا سمحة لميامي,تهني يا سمح ميام,تهني سمح ميام
positive,و تهني بعد طول الانكاد بلادهم,تهني طول نكاد بلادهم,تهنى طول نكد بلاد
positive,اتهني الدولة اللي منهانة,اتهني دول هان,تهنى دول هان
negative,تهمل نصيحه وزنها باجمال,تهمل نصيح وزنها اجم,تهمل نصيحه وزن حجم
positive,تهاليل وجه ما فيهن كلوف,تهاليل وجه فيهن كلوف,تهليل وجه كلف
negative,تهشم و صاير في لاخبار اضحوكة,تهشم صاير اخبار اضحو,تهشم صاير اخبار اضحو
positive,ما اتهزنا موجه الشط الزرقه,اتهز موج الشط زرق,تهز موج شط زرق
positive,و ما تهزني ريحه اقبال ارياحي,تهز ريح اقب ارياح,تهز ريح قب ارياح
negative,بين التهريبة و الهربة,تهريب هرب,تهريب هرب
positive,تهزيبهم ماهوش من عاداتنا,تهزيب ماهوش عاد,تهذيب مش عاد
negative,اتهدم و أنا ليا اسنين انبني,اتهدم ليا اسن انبني,تهدم لي سن بنى
negative,بعد ما تهدم صبرنا و أركانه,تهدم صبر اركان,تهدم صبر اركان
negative,تهديه ورد ايردلك لاشواك,تهد ورد ايرد لاشواك,تهد ورد ايرد شوك
positive,تهدى النفس يرتاح الكنين,تهد نفس يرتاح الكنين,تهد نفس ارتاح كنين
positive,اتهبل يا ناري محلاك,اتهبل يا نار محلا,تهبل نار محلى
negative,اتجوا تنهبوا في قلوبنا و اتعدوا,اتج تنهب قلوب اتعد,تهب قلب عد
negative,و التهابات ما تعرف منين تجينا,تهاب تعرف منين تجينا,تهاب عرف منين جي
negative,و تنين من ثقل الحمول قرادة,تنين ثقل حمول قراد,تنين ثقل حمل قراد
negative,في تنهيده,تنهيد,تنهيد
negative,تنكر ودي,تنكر ودي,تنكر ود
negative,تنكر بعد تاخذ اللي تبيها,تنكر تاخذ تبيها,تنكر تاخذ يبي
positive,ما تنـكـتـبش في يوم نقسى انملك,تنكتب يوم نقس انملك,تنكتب يوم نقص انملك
positive,ما تنشد ليش غابو عنهم,تنشد ليش غابو عنهم,تنشد ليش غابو عنهم
positive,تنشد عليك العين يا شاغلها,تنشد عليك العين يا شاغل,تنشد عين شاغل
positive,ما تنتسى يا قلب كله طيبة,تنتس يا قلب كله طيب,تنسى قلب طيب
negative,تناساها اللي اتفوح بطيبه,تناسا اتفوح طيب,تنسى فاح طيب
positive,و تنسى المواجع مني,تنس مواجع مني,تنس وجع
positive,كيف تنساه ماضي فات,تنس ماضي فات,تنس ماضي فات
negative,تناسى اللي في القلب حبيبه,تناس قلب حبيب,تنس قلب حبيب
negative,تنسي غلاي وترحلي أتخليني,تنس غلا ترح اتخ,تنس غلا ترح تخ
negative,و تنسى الغلا اللي بيننا و تعدي,تنس غلا بيننا تعد,تنس غلا بين تعد
negative,تنسى الغلا اللي كان بيني و بينك,تنس غلا بيني بينك,تنس غلا بين بين
negative,و تنسي الغلا اللي كان,تنس غلا,تنس غلا
positive,تنسي معاه كيف العمر فات,تنس عمر فات,تنس عمر فات
positive,و تنسى العتب و اللوم,تنس عتب اللوم,تنس عتب لوم
positive,تنسي و تضحك و تلعب,تنس تضح تلعب,تنس ضحك لعب
negative,تنسى وين تبدا في التناسي,تنس تبدا تناس,تنس بدا نسى
negative,تو تندمو و اتجوو ما اتلاقوني,تو تندمو اتجوو اتلاقو,تندم اتجي تلاقى
positive,و تنانير خبزة الفجر محميات,تنانير خبز الفجر محم,تنانير خبز فجر محم
positive,و لا أنتنازل هذا دايا,تنازل دايا,تنازل دايا
positive,و التن تايلاندي بنوعيات,التن تايلاند نوع,تن تايلاند نوع
positive,تميم النور اللي اوصافه اتخيل,تميم نور اوصاف اتخيل,تميم نور وصف تخيل
positive,متميز بزين أعماله,متميز بزين اعم,تميز زين عم
positive,و تموج تخلط شلايق,تموج تخلط شلايق,تموج تخلط شلايق
positive,تمنيت نبقي احداك,تمنيت نبق احدا,تمنى بقى احد
positive,تمنيت و الله يا عمري,تمنيت الله يا عمر,تمنى الله عمر
negative,و الثمانين ملوح في دار,ثمان ملوح دار,تمن ملوح دار
negative,إلتمن من الأربع جيهات,تمن ربع جيهات,تمن ربع جهه
negative,بعد تمليج اتقول اشوا,تمليج اتقول اشوا,تمليج قول اشوى
positive,تمنيت نملى اعيوني,تمنيت نملي اعيو,تملى عيون
negative,تمطر كيف ميراث الصبايا,تمطر ميراث صبايا,تمطر ميراث صبايا
negative,تمطر كيف واحنا  لاقين,تمطر واحنا لاقين,تمطر لقى
negative,تمطر كيف والعالم سهايا,تمطر عالم سهايا,تمطر عالم سهايا
negative,تمطر كيف وبطونكم ملايا,تمطر طون ملايا,تمطر طون ملاي
negative,تمطر كيف يا اصحاب الشلايا,تمطر يا اصحاب شلايا,تمطر صحب شلاي
negative,و تمطر و ما يصبح ابذارك زارق,تمطر يصبح ابذار زارق,تمطر صبح بذر زرق
negative,تمطر كيف من شين النوايا,تمطر شين نوايا,تمطر شين نوايا
negative,تمطر كيف وانتوا يا دمايا,تمطر وانتوا يا دمايا,تمطر دمي
negative,تمطر كيف تحجير الحطايا,تمطر تحجير حطايا,تمطر حجر حطيه
positive,اللي تمشي عليها,تمشي عليها,تمشي عليها
positive,و تمشي قدا الصوار في القابينة,تمشي قدا صوار قاب,تمشى قد صور قاب
negative,و تمشي عليك اسنين,تمشي عليك اسن,تمشى سن
positive,و تمشي حياتي كيف ما نرسمها,تمشي حياتي نرسم,تمشى حياه رسم
positive,و تمشي اتدب,تمشي اتدب,تمشى ادب
negative,تمسيح جوخ و وجوه مية لون,تمسيح جوخ وجوه ميه لون,تمسيح جوخ وجه لون
negative,يتمسى و يصبح بمكياطينة,يتمس يصبح مكياط,تمس صبح مكياط
positive,التمر العجين و الزيت في ابادينه,تمر العجين الزيت اباد,تمر عجين زيت اباد
negative,تمر الدقايق دهر,تمر دقايق دهر,تمر دقيق دهر
positive,أنا تمرة الأحبابِ حنظلة العدا,تمر حباب حنظل عدا,تمر حباب حنظل عدا
positive,و في تمرها وفي اشجارها الودادة,تمر وفي جار داد,تمر جار داد
